Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,YearBuilt,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,G6ivArea,Fireplaces,GarageType,GarageCars,GarageArea,SaleCondition,SalePrice
1286,50,8,50,6000,1,1,1939,2,0,0,0,780,780,825,587,0,1412,1,6,1,280,5,132500
1287,20,6,21,9790,1,1,1963,4,451,569,81,678,1328,1328,0,0,1328,2,2,2,528,1,143000
1288,20,6,21,36500,2,1,1964,2,621,812,0,812,1624,1582,0,0,1582,0,2,2,390,1,190000
1289,120,6,40,5664,2,1,2000,2,0,1158,0,343,1501,1659,0,0,1659,1,2,2,499,1,278000
1290,60,6,86,11065,2,1,2006,2,788,0,0,1085,1085,1120,850,0,1970,1,4,3,753,6,281000
1291,80,6,21,14112,2,2,1964,4,86,1014,0,138,1152,1152,0,0,1152,1,2,2,484,1,180500
1292,160,8,21,1680,1,1,1972,2,268,231,0,399,630,630,672,0,1302,0,6,1,264,5,119500
1293,70,8,60,6600,1,2,1892,2,0,0,0,994,994,1378,994,0,2372,0,2,1,432,5,107500
1294,60,6,78,10140,1,1,1976,2,0,194,0,638,832,832,832,0,1664,1,2,2,528,1,162900
1295,20,6,60,8172,1,1,1955,4,0,167,0,697,864,864,0,0,864,0,6,2,572,1,115000
1296,20,6,70,8400,1,1,1968,4,168,1016,0,36,1052,1052,0,0,1052,0,2,1,288,1,138500
1297,20,6,80,8700,1,1,1963,4,148,776,0,344,1120,1128,0,0,1128,0,2,2,525,1,155000
1298,180,8,35,3675,1,1,2005,2,82,547,0,0,547,1072,0,0,1072,0,3,2,525,6,140000
1299,60,6,313,63887,4,2,2008,4,796,5644,0,466,6110,4692,950,0,5642,3,2,2,1418,6,160000
1300,20,6,75,7500,1,1,1959,4,0,340,906,0,1246,1246,0,0,1246,0,2,1,305,1,154000
1301,60,6,21,10762,2,3,1999,2,344,694,0,284,978,1005,978,0,1983,1,2,2,490,1,225000
1302,70,6,21,7500,2,1,1942,2,0,547,0,224,771,753,741,0,1494,2,2,1,213,1,177500
1303,60,6,92,10120,1,1,1994,4,391,740,0,425,1165,1203,1323,0,2526,1,2,3,844,1,290000
1304,20,6,73,8688,1,1,2005,2,228,0,0,1616,1616,1616,0,0,1616,0,2,3,834,1,232000
1305,160,8,32,3363,1,1,2004,2,117,0,0,976,976,976,732,0,1708,0,6,2,380,5,130000
1306,20,6,108,13173,2,2,2006,4,300,1572,0,80,1652,1652,0,0,1652,2,2,2,840,1,325000
1307,120,6,48,6955,2,1,2005,2,94,0,0,1368,1368,1368,0,0,1368,1,2,2,474,6,202500
1308,20,6,60,8072,1,1,1994,2,0,746,0,244,990,990,0,0,990,0,6,2,480,1,138000
1309,20,8,100,12000,1,1,1948,2,0,144,608,172,924,1122,0,0,1122,0,2,2,528,5,147000
1310,20,6,21,7153,1,1,1991,2,88,1200,0,78,1278,1294,0,0,1294,0,2,2,496,1,179200
1311,20,6,100,17500,1,1,1959,2,0,1406,0,496,1902,1902,0,0,1902,2,2,2,567,1,335000
1312,20,6,68,8814,1,1,2005,2,80,925,0,349,1274,1274,0,0,1274,0,2,2,508,6,203000
1313,60,6,21,9572,2,1,1990,2,336,482,0,971,1453,1453,1357,0,2810,1,2,2,750,1,302000
1314,60,6,108,14774,2,2,1999,2,165,0,0,1393,1393,1422,1177,0,2599,1,4,3,779,1,333168
1315,20,6,60,8190,1,1,1954,4,0,732,0,216,948,948,0,0,948,1,6,1,280,1,119000
1316,60,6,85,11075,1,1,1969,2,0,500,276,176,952,1092,1020,0,2112,2,2,2,576,1,206900
1317,20,6,61,10226,2,1,2008,2,270,0,0,1622,1622,1630,0,0,1630,1,2,3,860,1,295493
1318,120,3,47,4230,1,2,2006,2,0,0,0,1352,1352,1352,0,0,1352,1,2,2,466,6,208900
1319,20,6,21,14781,3,3,2001,4,178,0,0,1753,1753,1787,0,0,1787,1,2,3,748,1,275000
1320,20,6,75,10215,1,1,1954,4,132,492,0,372,864,948,0,0,948,0,2,1,248,1,111000
1321,20,6,70,8400,1,1,1957,4,0,189,661,628,1478,1478,0,0,1478,2,2,2,442,1,156500
1322,20,6,21,6627,2,2,1949,4,0,0,0,0,0,720,0,0,720,0,6,1,287,1,72500
1323,60,6,107,10186,2,1,1992,2,0,674,0,76,750,1061,862,0,1923,1,2,2,564,1,190000
1324,30,6,50,5330,1,1,1940,4,0,280,0,140,420,708,0,0,708,0,7,0,0,1,82500
1325,20,6,75,9986,1,1,2006,2,428,0,0,1795,1795,1795,0,0,1795,1,2,3,895,6,147000
1326,30,8,40,3636,1,1,1922,2,0,0,0,796,796,796,0,0,796,0,7,0,0,5,55000
1327,30,5,70,4270,1,1,1931,2,0,544,0,0,544,774,0,0,774,0,7,0,0,1,79000
1328,20,6,60,6600,1,1,1982,2,0,641,0,175,816,816,0,0,816,1,2,1,264,1,130500
1329,50,8,60,10440,1,2,1920,2,0,493,0,1017,1510,1584,1208,0,2792,2,6,2,520,5,256000
1330,60,6,63,9084,2,1,1998,4,0,0,0,935,935,955,677,0,1632,1,2,2,462,1,176500
1331,20,6,85,10000,1,1,2006,4,410,0,0,1588,1588,1588,0,0,1588,1,2,3,825,1,227000
1332,80,6,55,10780,2,1,1976,2,0,483,0,428,911,954,0,0,954,0,6,2,576,1,132500
1333,20,6,67,8877,1,1,1938,2,0,690,0,126,816,816,0,0,816,1,6,1,288,1,100000
1334,50,8,60,7200,1,2,1938,2,0,0,0,803,803,803,557,0,1360,0,6,1,297,5,125500
1335,160,8,24,2368,1,1,1970,2,312,765,0,0,765,765,600,0,1365,0,2,2,440,5,125000
1336,20,6,80,9650,1,1,1977,2,360,686,0,664,1350,1334,0,0,1334,1,2,2,630,1,167900
1337,90,6,87,9246,2,1,1973,2,564,0,0,1656,1656,1656,0,0,1656,0,6,2,506,1,135000
1338,30,8,153,4118,2,2,1941,2,0,0,0,693,693,693,0,0,693,0,7,0,0,5,52500
1339,60,6,95,13450,2,2,2002,2,0,700,0,216,916,920,941,0,1861,0,4,2,492,1,200000
1340,20,6,120,9560,2,2,1972,4,0,360,0,504,864,864,0,0,864,0,2,1,288,1,128500
1341,20,6,70,8294,1,1,1971,2,0,0,0,858,858,872,0,0,872,0,6,4,480,1,123000
1342,20,6,66,13695,1,1,2003,2,0,814,0,300,1114,1114,0,0,1114,0,6,2,576,1,155000
1343,60,6,21,9375,1,1,2002,2,149,0,0,1284,1284,1284,885,0,2169,1,2,2,647,1,228500
1344,50,6,57,7558,1,1,1928,2,0,0,0,896,896,1172,741,0,1913,1,6,2,342,1,177000
1345,60,6,85,11103,2,2,2006,2,0,0,0,728,728,728,728,0,1456,1,2,2,440,6,155835
1346,30,8,50,6000,1,1,1920,4,0,250,0,710,960,960,0,0,960,0,6,1,308,5,108500
1347,20,6,21,20781,3,3,1968,4,0,297,68,1203,1568,2156,0,0,2156,1,2,2,508,1,262500
1348,20,6,93,15306,2,2,2006,2,100,80,0,1652,1732,1776,0,0,1776,1,2,3,712,6,283463
1349,20,6,21,16196,4,1,1998,2,0,1443,0,39,1482,1494,0,0,1494,1,2,2,514,1,215000
1350,70,8,50,5250,1,1,1872,2,0,259,0,425,684,938,1215,205,2358,0,7,0,0,5,122000
1351,90,6,91,11643,1,1,1969,2,368,500,0,748,1248,1338,1296,0,2634,0,6,4,968,1,200000
1352,60,6,70,9247,2,1,1962,2,318,319,0,539,858,858,858,0,1716,1,2,2,490,1,171000
1353,50,8,50,6000,1,1,1937,2,0,0,0,698,698,786,390,0,1176,0,6,2,624,5,134900
1354,50,6,56,14720,2,3,1995,4,579,816,0,1217,2033,2053,1185,0,3238,1,2,3,666,1,410000
1355,60,6,21,10316,2,1,2000,2,0,735,0,257,992,992,873,0,1865,1,2,3,839,1,235000
1356,80,6,102,10192,2,1,1968,2,143,0,0,570,570,1222,698,0,1920,1,2,2,487,1,170000
1357,20,6,21,9477,1,2,1966,2,65,340,0,524,864,892,0,0,892,0,2,1,264,1,110000
1358,20,6,21,12537,2,3,1971,2,0,734,0,344,1078,1078,0,0,1078,1,2,2,500,1,149900
1359,160,3,21,2117,1,1,2000,2,216,378,0,378,756,769,804,0,1573,0,6,2,440,1,177500
1360,20,6,129,16737,1,5,2004,4,66,1447,0,533,1980,1980,0,0,1980,1,2,3,770,1,315000
1361,70,6,51,9842,1,1,1921,2,0,0,0,612,612,990,1611,0,2601,0,4,2,621,1,189000
1362,20,6,124,16158,2,1,2005,4,16,1274,0,256,1530,1530,0,0,1530,1,2,2,430,1,260000
1363,50,6,21,12513,2,4,1920,2,0,0,0,715,715,1281,457,0,1738,1,2,1,368,1,104900
1364,60,6,73,8499,2,1,2006,2,0,0,0,616,616,616,796,0,1412,1,4,2,432,6,156932
1365,160,3,30,3180,1,1,2005,2,0,0,0,600,600,520,600,80,1200,0,6,2,480,2,144152
1366,60,3,21,7500,1,1,2000,2,0,533,0,281,814,814,860,0,1674,0,2,2,663,1,216000
1367,60,6,68,9179,2,1,1999,2,158,633,0,240,873,882,908,0,1790,0,2,2,588,2,193000
1368,160,8,41,2665,1,1,1977,2,0,548,173,36,757,925,550,0,1475,1,2,1,336,5,127000
1369,120,8,21,4435,1,1,2003,2,170,685,0,163,848,848,0,0,848,0,2,2,420,5,144000
1370,20,6,48,10635,3,4,2003,4,171,370,972,315,1657,1668,0,0,1668,1,2,2,502,1,232000
1371,50,6,90,5400,1,2,1920,2,0,315,105,420,840,840,534,0,1374,0,6,1,338,1,105000
1372,80,6,80,9600,1,1,1955,4,0,831,0,161,992,1661,0,0,1661,1,4,1,377,1,165500
1373,60,6,75,9750,1,2,1998,2,0,975,0,133,1108,1108,989,0,2097,1,6,2,583,1,274300
1374,20,6,21,11400,1,1,2001,4,705,1282,0,1351,2633,2633,0,0,2633,2,2,3,804,1,466500
1375,60,3,85,10625,1,1,2005,2,0,0,0,1026,1026,1026,932,0,1958,1,2,3,936,1,250000
1376,20,6,89,10991,2,1,2007,2,80,0,0,1571,1571,1571,0,0,1571,1,2,3,722,6,239000
1377,30,6,52,6292,1,1,1930,2,0,384,0,384,768,790,0,0,790,0,6,1,160,1,91000
1378,50,6,60,10998,1,1,1941,2,0,408,420,156,984,984,620,0,1604,0,6,2,660,1,117000
1379,160,8,21,1953,1,1,1973,2,408,309,0,174,483,483,504,0,987,0,6,1,264,5,83000
1380,80,6,73,9735,1,1,2006,2,0,0,0,384,384,754,640,0,1394,0,4,2,400,1,167500
1381,30,6,45,8212,1,1,1914,2,0,203,0,661,864,864,0,0,864,0,6,1,200,1,58500
1382,20,6,21,12925,2,2,1970,2,0,865,0,340,1205,2117,0,0,2117,2,2,2,550,1,237500
1383,70,8,60,7200,1,2,1920,4,0,0,0,596,596,998,764,0,1762,0,6,2,576,5,157000
1384,30,6,21,25339,1,1,1918,2,0,0,0,816,816,1416,0,0,1416,0,2,2,576,1,112000
1385,50,6,60,9060,1,1,1939,2,0,204,0,356,560,698,560,0,1258,0,6,1,280,1,105000
1386,50,8,40,5436,1,1,1922,2,0,735,0,61,796,796,358,0,1154,0,6,1,240,5,125500
1387,60,6,80,16692,2,1,1978,2,184,790,469,133,1392,1392,1392,0,2784,2,2,2,564,1,250000
1388,50,8,60,8520,1,1,1916,2,0,168,546,0,714,1664,862,0,2526,1,6,1,216,5,136000
1389,20,6,42,14892,2,3,2006,2,160,1320,0,426,1746,1746,0,0,1746,2,2,3,758,1,377500
1390,50,8,60,6000,1,1,1941,2,0,375,0,360,735,869,349,0,1218,1,6,2,440,5,131000
1391,20,6,70,9100,1,1,2000,2,244,1400,0,125,1525,1525,0,0,1525,0,2,2,541,1,235000
1392,90,6,65,8944,1,1,1967,2,0,0,0,1584,1584,1584,0,0,1584,0,6,3,792,1,124000
1393,85,6,68,7838,1,1,1967,2,0,769,0,95,864,900,0,0,900,1,2,1,288,1,123000
1394,190,8,60,10800,1,1,1905,2,0,0,0,482,482,1221,691,0,1912,1,6,2,672,5,163000
1395,120,6,53,4045,1,1,2006,4,45,1070,0,286,1356,1500,0,0,1500,1,2,3,648,6,246578
1396,60,6,88,12665,2,1,2005,4,245,0,0,1094,1094,1133,1349,0,2482,1,4,3,642,1,281213
1397,20,6,21,57200,2,1,1948,2,0,353,334,60,747,1687,0,0,1687,2,6,2,572,1,160000
1398,70,8,51,6120,1,1,1920,2,0,0,0,939,939,939,574,0,1513,0,6,1,180,5,137500
1399,50,6,60,7200,1,1,1950,2,0,180,352,676,1208,1136,768,0,1904,0,2,1,240,1,138000
1400,50,6,51,6171,1,1,1925,2,0,264,0,712,976,1160,448,0,1608,1,6,1,216,1,137450
1401,50,8,50,6000,1,2,1929,2,0,0,0,862,862,950,208,0,1158,1,4,1,208,5,120000
1402,60,6,62,7415,2,1,2004,2,0,759,0,80,839,864,729,0,1593,1,2,2,398,1,193000
1403,20,6,64,6762,1,1,2006,2,0,0,0,1286,1286,1294,0,0,1294,1,2,2,662,6,193879
1404,20,6,49,15256,2,3,2007,2,84,929,0,556,1485,1464,0,0,1464,0,2,3,754,1,282922
1405,50,6,60,10410,1,2,1915,2,0,0,0,672,672,694,520,0,1214,0,6,3,936,5,105000
1406,120,8,44,3842,2,1,2004,4,174,1373,0,221,1594,1646,0,0,1646,1,2,2,482,5,275000
1407,85,6,70,8445,1,2,1972,2,0,656,0,112,768,768,0,0,768,0,6,2,396,1,133000
1408,20,6,21,8780,2,2,1985,2,0,625,0,208,833,833,0,0,833,0,7,0,0,1,112000
1409,70,8,60,7740,1,1,1910,2,0,0,0,622,622,741,622,0,1363,0,6,2,528,5,125500
1410,60,6,46,20544,2,3,1986,2,123,0,0,791,791,1236,857,0,2093,1,2,2,542,1,215000
1411,60,6,79,12420,1,1,2001,2,0,666,0,278,944,944,896,0,1840,0,2,2,622,1,230000
1412,50,6,80,9600,1,1,1950,2,0,120,0,736,856,1112,556,0,1668,0,2,1,271,1,140000
1413,90,6,60,7200,1,1,1949,2,0,0,0,0,0,1040,0,0,1040,0,6,2,420,1,90000
1414,20,6,88,10994,2,2,2005,2,366,976,0,868,1844,1844,0,0,1844,1,2,2,620,2,257000
1415,50,6,64,13053,1,1,1923,3,0,0,0,833,833,1053,795,0,1848,1,6,2,370,1,207000
1416,120,6,51,3635,1,1,2007,4,130,988,0,398,1386,1569,0,0,1569,1,2,3,660,1,175900
1417,190,8,60,11340,1,1,1885,2,0,0,0,777,777,1246,1044,0,2290,0,6,2,560,5,122500
1418,60,6,21,16545,2,1,1998,2,731,781,0,503,1284,1310,1140,0,2450,1,2,3,1069,1,340000
1419,20,6,71,9204,1,1,1963,2,0,25,872,247,1144,1144,0,0,1144,0,6,1,336,1,124000
1420,20,6,21,16381,2,1,1969,2,312,1110,0,734,1844,1844,0,0,1844,1,2,2,540,1,223000
1421,60,6,90,11700,1,2,1968,2,420,404,0,304,708,708,708,0,1416,1,2,2,776,1,179900
1422,120,6,53,4043,1,1,1977,2,0,360,0,709,1069,1069,0,0,1069,1,2,2,440,1,127500
1423,120,8,37,4435,1,1,2003,2,170,686,0,162,848,848,0,0,848,0,2,2,420,5,136500
1424,80,6,21,19690,2,3,1966,1,0,0,0,697,697,1575,626,0,2201,1,2,2,432,4,274970
1425,20,6,21,9503,1,1,1958,4,0,457,374,193,1024,1344,0,0,1344,1,6,1,484,1,144000
1426,20,6,80,10721,2,1,1959,4,243,0,0,1252,1252,1252,0,0,1252,0,6,2,528,1,142000
1427,60,6,81,10944,2,1,1994,2,448,1000,0,223,1223,1223,904,0,2127,2,2,2,525,1,271000
1428,50,6,60,10930,1,1,1945,2,0,580,0,333,913,1048,510,0,1558,1,2,1,288,1,140000
1429,30,8,60,7200,1,2,1940,2,294,510,0,278,788,804,0,0,804,2,2,1,240,1,119000
1430,20,6,21,12546,2,2,1981,2,310,678,0,762,1440,1440,0,0,1440,1,2,2,467,1,182900
1431,60,6,60,21930,4,1,2005,2,0,0,0,732,732,734,1104,0,1838,1,4,2,372,1,192140
1432,120,6,21,4928,2,1,1976,2,0,958,0,0,958,958,0,0,958,0,2,2,440,1,143750
1433,30,6,60,10800,1,1,1927,2,0,0,0,656,656,968,0,0,968,0,6,1,216,1,64500
1434,60,6,93,10261,2,1,2000,2,318,0,0,936,936,962,830,0,1792,1,2,2,451,1,186500
1435,20,6,80,17400,1,1,1977,2,0,936,0,190,1126,1126,0,0,1126,1,2,2,484,1,160000
1436,20,6,80,8400,1,1,1962,2,237,0,0,1319,1319,1537,0,0,1537,1,2,2,462,2,174000
1437,20,6,60,9000,1,4,1971,2,0,616,0,248,864,864,0,0,864,0,6,2,528,1,120500
1438,20,6,96,12444,1,4,2008,4,426,1336,0,596,1932,1932,0,0,1932,1,2,3,774,6,394617
1439,20,8,90,7407,1,1,1957,2,0,600,0,312,912,1236,0,0,1236,0,2,2,923,5,149700
1440,60,6,80,11584,1,1,1979,4,96,315,110,114,539,1040,685,0,1725,1,2,2,550,1,197000
1441,70,6,79,11526,2,1,1922,2,0,0,0,588,588,1423,748,384,2555,1,6,2,672,1,191000
1442,120,8,21,4426,1,1,2004,2,147,697,0,151,848,848,0,0,848,1,2,2,420,5,149300
1443,60,3,85,11003,1,1,2008,2,160,765,0,252,1017,1026,981,0,2007,1,2,3,812,1,310000
1444,30,6,21,8854,1,1,1916,2,0,0,0,952,952,952,0,0,952,1,6,1,192,1,121000
1445,20,6,63,8500,1,4,2004,2,106,0,0,1422,1422,1422,0,0,1422,0,2,2,626,1,179600
1446,85,6,70,8400,1,1,1966,2,0,187,627,0,814,913,0,0,913,0,6,1,240,1,129000
1447,20,6,21,26142,2,3,1962,2,189,593,0,595,1188,1188,0,0,1188,0,2,1,312,1,157900
1448,60,6,80,10000,1,1,1995,2,438,1079,0,141,1220,1220,870,0,2090,1,2,2,556,1,240000
1449,50,6,70,11767,1,1,1910,2,0,0,0,560,560,796,550,0,1346,0,6,1,384,1,112000
1450,180,8,21,1533,1,1,1970,2,0,553,0,77,630,630,0,0,630,0,7,0,0,1,92000
1451,90,6,60,9000,1,4,1974,2,0,0,0,896,896,896,896,0,1792,0,7,0,0,1,136000
1452,20,6,78,9262,1,1,2008,2,194,0,0,1573,1573,1578,0,0,1578,1,2,3,840,6,287090
1453,180,8,35,3675,1,1,2005,2,80,547,0,0,547,1072,0,0,1072,0,3,2,525,5,145000
1454,20,6,90,17217,1,1,2006,2,0,0,0,1140,1140,1140,0,0,1140,0,7,0,0,2,84500
1455,20,3,62,7500,1,1,2004,2,0,410,0,811,1221,1221,0,0,1221,0,2,2,400,1,185000
1456,60,6,62,7917,1,1,1999,2,0,0,0,953,953,953,694,0,1647,1,2,2,460,1,175000
1457,20,6,85,13175,1,1,1978,2,119,790,163,589,1542,2073,0,0,2073,2,2,2,500,1,210000
1458,70,6,66,9042,1,1,1941,2,0,275,0,877,1152,1188,1152,0,2340,2,2,1,252,1,266500
1459,20,6,68,9717,1,1,1950,4,0,49,1029,0,1078,1078,0,0,1078,0,2,1,240,1,142125
1460,20,6,75,9937,1,1,1965,2,0,830,290,136,1256,1256,0,0,1256,0,2,1,276,1,147500
